,VOTE_AVERAGE,BUDGET,REVENUE,cluster
1524,5.9,55000000,110000000,2
1525,5.9,38000000,109906372,2
1526,6.5,20000000,109862682,1
1527,8.2,40000000,109676311,2
1528,7.5,140000000,109578115,3
1529,7.1,16000000,109502303,1
1530,7.6,50000000,109423648,2
1531,7.5,13000000,109421911,1
1532,7.6,5000000,109280263,1
1533,7.6,15000000,109000000,1
1534,8.4,3000000,108981275,1
1535,6.1,30000000,108979549,2
1536,7.4,32000000,108902486,2
1537,5.8,35000000,108758521,2
1538,6.0,30000000,108609310,2
1539,7.5,88000000,108539911,0
1540,5.2,60000000,108431355,2
1541,7.1,8000000,108423749,1
1542,6.4,40000000,108332743,2
1543,7.0,15000000,108286421,1
1544,6.7,60000000,108255770,2
1545,7.1,75000000,108145109,0
1546,6.8,100000000,108103450,0
1547,6.1,19000000,108047131,1
1548,6.6,75000000,108000000,0
1549,6.4,86000000,107944236,0
1550,6.6,62000000,107879496,2
1551,6.2,42000000,107670357,2
1552,6.0,46000000,107626125,2
1553,5.8,12000000,107600000,1
1554,5.2,38000000,107597242,2
1555,6.1,16000000,107363905,1
1556,6.2,9500000,107363905,1
1557,7.3,64000000,107347356,0
1558,6.5,15000000,107217396,1
1559,6.1,40000000,107198790,2
1560,7.0,60000000,107139399,2
1561,6.0,50000000,106956330,2
1562,7.9,25000000,106700036,2
1563,6.6,31000000,106683817,2
1564,6.4,40000000,106407672,2
1565,6.4,41300000,106371651,2
1566,5.8,50000000,106303988,2
1567,7.0,31000000,106269971,2
1568,7.6,8000000,106260000,1
1569,7.0,25000000,106209378,2
1570,6.1,23000000,105900000,1
1571,6.8,30000000,105834556,2
1572,6.9,38000000,105734416,2
1573,7.0,70000000,105713218,0
1574,5.8,88000000,105316267,0
1575,6.9,23000000,105232691,1
1576,6.3,60000000,105200903,2
1577,6.3,60000000,105178561,2
1578,6.5,30000000,105173115,2
1579,6.0,30000000,105011053,2
1580,5.8,70000000,104945765,0
1581,7.7,3000000,104945305,1
1582,8.1,11000000,104931801,1
1583,5.8,95000000,104907746,0
1584,7.5,45000000,104876233,2
1585,6.5,25000000,104545505,2
1586,6.7,50000000,104478416,2
1587,6.8,49000000,104399548,2
1588,5.7,60000000,104391623,2
1589,6.3,31000000,104384188,2
1590,5.8,60000000,104324083,2
1591,6.3,20000000,104186860,1
1592,6.3,33000000,104155843,2
1593,7.5,50000000,104088441,2
1594,7.4,20000000,104000000,1
1595,7.7,40000000,103966489,2
1596,7.4,1200000,103911669,1
1597,6.1,73000000,103891409,0
1598,7.9,50000000,103842303,2
1599,7.3,9000000,103800000,1
1600,6.1,47000000,103738726,2
1601,5.2,5000000,103590271,1
1602,6.9,10000000,103300000,1
1603,6.6,30000000,103291131,2
1604,7.5,18000000,103215094,1
1605,6.6,28000000,103173635,2
1606,6.3,10000000,103166989,1
1607,6.0,35000000,103121466,2
1608,7.6,6000000,103082380,1
1609,6.5,40000000,103071443,2
1610,6.0,100000000,103039258,0
1611,7.4,35000000,103000000,2
1612,6.6,33000000,102984862,2
1613,6.2,10000000,102952888,1
1614,6.9,58000000,102854431,2
1615,5.5,15000000,102836002,1
1616,6.0,47000000,102825796,2
1617,7.0,30000000,102820008,2
1618,6.8,12000000,102731865,1
1619,7.6,30000000,102616183,2
1620,8.6,13000000,102600000,1
1621,7.3,23600000,102391540,2
1622,6.5,60000000,102367405,2
1623,5.5,80000000,102338515,0
1624,7.6,6000000,102308889,1
1625,7.0,26000000,102278712,2
1626,7.1,36000000,102244770,2
1627,6.0,37500000,102223269,2
1628,6.0,50000000,102205175,2
1629,6.9,10400000,102000000,1
1630,5.7,90000000,102000000,0
1631,4.7,1000000,101758490,1
1632,6.1,45000000,101702060,2
1633,6.0,27000000,101646581,2
1634,6.6,27000000,101624843,2
1635,5.9,64000000,101595121,0
1636,5.7,18000000,101564935,1
1637,6.4,70000000,101371017,0
1638,6.9,39000000,101344412,2
1639,6.7,12000000,101332962,1
1640,6.5,10000000,101300000,1
1641,6.3,46000000,101191884,2
1642,6.5,60000000,101134059,2
1643,6.5,46000000,100860818,2
1644,8.4,63000000,100853753,2
1645,6.2,28000000,100654149,2
1646,6.5,50000000,100605135,2
1647,6.4,58000000,100541806,2
1648,7.7,8000000,100523181,1
1649,6.2,30000000,100491683,2
1650,6.4,10000000,100489151,1
1651,6.3,85000000,100266865,0
1652,6.8,55000000,100230832,2
1653,6.5,100000000,100140916,0
1654,7.4,12000000,100129872,1
1655,5.9,37000000,100076342,2
1656,6.2,50000000,100020092,2
1657,6.4,30000000,100014025,2
1658,2.0,15000,100000000,1
1659,6.1,9000000,100000000,1
1660,8.6,13200000,100000000,1
1661,6.9,4000000,100000000,1
1662,4.8,25000000,100000000,2
1663,6.1,24000000,99965753,2
1664,4.5,35000000,99423521,2
1665,7.1,25000000,99357138,2
1666,6.7,66000000,99318987,0
1667,6.4,55000000,99274467,2
1668,6.3,35000000,99255460,2
1669,7.0,18000000,99206215,1
1670,7.3,75000000,99138899,0
1671,7.7,5500000,99067206,1
1672,6.8,16000000,98900000,1
1673,6.5,53000000,98837872,2
1674,6.5,15000000,98800000,1
1675,7.8,20000000,98690254,1
1676,6.2,55000000,98625775,2
1677,6.3,5000000,98450062,1
1678,5.2,13000000,98441954,1
1679,7.2,6500000,98410061,1
1680,6.1,80000000,98376292,0
1681,6.3,38000000,98337295,2
1682,7.5,15000000,98267558,1
1683,6.3,29000000,98185582,2
1684,6.0,75000000,98159963,0
1685,7.4,52000000,98126565,2
1686,6.7,40000000,97984015,2
1687,5.6,32000000,97918663,2
1688,5.8,100000000,97838349,0
1689,6.8,13000000,97837138,1
1690,6.6,20000000,97644617,1
1691,7.2,28000000,97594140,2
1692,6.4,7000000,97572000,1
1693,7.6,64000000,97571250,0
1694,6.5,17000000,97542952,1
1695,7.5,50000000,97437106,2
1696,6.2,21000000,97409779,1
1697,6.4,40000000,97231420,2
1698,6.6,72000000,97076152,0
1699,6.9,1500000,97009150,1
1700,7.4,68000000,96976270,0
1701,7.0,27000000,96900000,2
1702,7.5,12000000,96800000,1
1703,6.2,25000000,96773200,2
1704,5.5,35000000,96753696,2
1705,6.4,40000000,96618699,2
1706,6.6,10000000,96542059,1
1707,6.7,37000000,96455697,2
1708,6.8,15000000,96408652,1
1709,6.3,25000000,96262212,2
1710,7.1,28000000,96188903,2
1711,6.5,80000000,96105964,0
1712,5.9,82000000,96085477,0
1713,6.9,12000000,96070507,1
1714,7.5,13000000,96060858,1
1715,6.1,37000000,96047633,2
1716,7.5,15000000,95918706,1
1717,7.2,15000000,95904091,1
1718,7.4,30000000,95714875,2
1719,6.8,22000000,95708457,1
1720,7.1,61000000,95696996,2
1721,6.1,34000000,95608995,2
1722,6.5,7000000,95461682,1
1723,5.2,35000000,95437994,2
1724,6.2,60000000,95427515,2
1725,7.0,37000000,95404397,2
1726,6.4,60000000,95396573,2
1727,6.0,3500000,95330493,1
1728,7.5,94000000,95311434,0
1729,5.4,53000000,95226116,2
1730,7.1,40000000,95020213,2
1731,7.1,10000000,94973540,1
1732,6.2,45000000,94935764,2
1733,5.8,35000000,94900000,2
1734,6.5,100000000,94882889,0
1735,5.9,35000000,94728529,2
1736,6.4,32000000,94539426,2
1737,6.4,45000000,94216343,2
1738,5.9,11500000,94073028,1
1739,5.7,100000000,94061311,0
1740,6.3,21000000,94017294,1
1741,6.6,43000000,93983911,2
1742,6.4,50000000,93974620,2
1743,6.2,120000000,93945766,0
1744,6.7,100000000,93920758,0
1745,5.4,75000000,93888180,0
1746,5.8,28000000,93800000,2
1747,7.1,65000000,93621340,0
1748,7.4,25000000,93617009,2
1749,7.5,15000000,93400823,1
1750,5.4,60000000,93375151,2
1751,6.1,35000000,93320380,2
1752,6.4,27000000,93282604,2
1753,6.0,40000000,93151591,2
1754,6.3,60000000,93107289,2
1755,6.8,25000000,92991835,2
1756,7.5,20000000,92924405,1
1757,6.6,40000000,92913171,2
1758,6.3,19000000,92884429,1
1759,7.3,15000000,92863945,1
1760,7.4,16000000,92823546,1
1761,6.5,28000000,92601050,2
1762,8.3,7000000,92600000,1
1763,7.6,22000000,92542418,1
1764,6.5,28000000,92380927,2
1765,6.7,45000000,92374674,2
1766,7.8,18339750,92180910,1
1767,6.5,35000000,92158961,2
1768,7.2,15000000,92108518,1
1769,6.7,28000000,92000000,2
1770,6.5,41000000,91980359,2
1771,6.3,40000000,91753202,2
1772,7.4,30000000,91709827,2
1773,6.8,44005000,91708374,2
1774,5.4,40000000,91627228,2
1775,6.3,13500000,91542097,1
1776,5.7,19000000,91509154,1
1777,6.5,50000000,91490353,2
1778,7.3,10000000,91354215,1
1779,6.3,11000000,91258000,1
1780,6.7,12000000,91244913,1
1781,5.6,10000000,91196419,1
1782,5.4,80000000,91188905,0
1783,6.2,25000000,91036760,2
1784,7.8,50000000,91000000,2
1785,6.0,19500000,91000000,1
1786,6.2,26000000,90941129,2
1787,6.4,30000000,90810892,2
1788,5.9,30000000,90754475,2
1789,6.6,31000000,90753806,2
1790,7.6,25130430,90747520,2
1791,7.1,45000000,90683916,2
1792,5.9,18000000,90632641,1
1793,6.2,23000000,90614445,1
1794,6.7,26000000,90574188,2
1795,5.6,59000000,90497778,2
1796,6.7,50000000,90450008,2
1797,6.2,28000000,90449929,2
1798,7.6,13000000,90410749,1
1799,7.2,15000000,90404800,1
1800,6.0,48000000,90383208,2
1801,7.2,28000000,90259536,2
1802,7.7,38000000,90247624,2
1803,6.4,18000000,90146510,1
1804,6.0,40000000,90029656,2
1805,7.3,70000000,90000098,0
1806,7.5,12000000,89800000,1
1807,6.2,82000000,89792502,0
1808,7.2,55000000,89519773,2
1809,6.6,65000000,89456761,0
1810,6.3,3000000,89328627,1
1811,6.4,20000000,89325780,1
1812,6.0,42000000,89162162,2
1813,7.2,20000000,89137047,1
1814,6.3,32000000,89083229,2
1815,5.6,70000000,88933562,0
1816,7.3,22000000,88880821,1
1817,6.2,4478250,88823111,1
1818,7.4,20000000,88761661,1
1819,7.0,24000000,88545092,2
1820,7.2,36000000,88528280,2
1821,7.0,11000000,88489643,1
1822,6.1,50000000,88323487,2
1823,5.8,35000000,88215156,2
1824,6.7,26000000,88092097,2
1825,6.9,11700000,88036683,1
1826,7.2,40000000,88000000,2
1827,4.4,20500000,87987055,1
1828,6.9,7528230,87970000,1
1829,6.2,30000000,87937815,2
1830,7.3,16500000,87892388,1
1831,5.4,40000000,87840042,2
1832,6.8,60000000,87812371,2
1833,5.9,18500000,87761857,1
1834,6.9,19800000,87754044,1
1835,6.8,107000000,87713825,0
1836,7.8,8500000,87547518,1
1837,5.9,50000000,87528173,2
1838,7.2,100000000,87423861,0
1839,7.2,4000000,87404651,1
1840,6.1,15000000,87320000,1
1841,6.2,25000000,87305549,2
1842,6.6,24000000,87135520,2
1843,4.9,50000000,87134280,2
1844,7.9,12000000,87100449,1
1845,6.6,18000000,87000000,1
1846,6.1,60000000,86947965,2
1847,6.8,23000000,86930411,1
1848,3.9,20000000,86865564,1
1849,6.9,39200000,86758912,2
1850,6.9,35000000,86669039,2
1851,6.7,70000000,86658558,0
1852,6.8,10000000,86572238,1
1853,5.9,100000000,86493046,0
1854,6.8,75000000,86468162,0
1855,6.0,40000000,86410000,2
1856,5.7,69000000,86387857,0
1857,6.2,35000000,86369815,2
1858,5.4,5000000,86362372,1
1859,7.4,35000000,86304000,2
1860,7.5,25000000,86274793,2
1861,7.9,2800000,86273333,1
1862,6.9,40000000,86234523,2
1863,6.8,45000000,86165646,2
1864,6.4,10000000,85978266,1
1865,4.0,30000000,85897593,2
1866,7.2,5000000,85720385,1
1867,7.5,12899867,85582407,1
1868,4.7,27000000,85564310,2
1869,6.1,12000000,85512300,1
1870,6.2,48000000,85498534,2
1871,6.0,14000000,85446075,1
1872,5.4,35000000,85416905,2
1873,7.2,40000000,85412898,2
1874,6.6,17500000,85313124,1
1875,7.4,15000000,85306374,1
1876,6.5,10000000,85300000,1
1877,5.3,58000000,85280250,2
1878,7.1,19000000,85241496,1
1879,6.2,5000000,85196485,1
1880,7.2,7000000,85182160,1
1881,6.2,137000000,85131830,3
1882,7.2,4000000,85000000,1
1883,8.1,14000000,85000000,1
1884,7.4,30000000,84872444,2
1885,7.5,65000000,84785914,0
1886,5.1,22000000,84772742,1
1887,6.7,25000000,84618541,2
1888,6.2,35000000,84606030,2
1889,6.2,25000000,84565230,2
1890,7.1,5000000,84563118,1
1891,7.4,4531653,84552250,1
1892,6.7,9000000,84542002,1
1893,5.5,12000000,84500122,1
1894,7.1,12500000,84460846,1
1895,7.1,15000000,84431625,1
1896,7.1,20000000,84426031,1
1897,7.1,2600000,84300000,1
1898,6.3,20000000,84297309,1
1899,6.2,100000000,83869818,0
1900,5.3,50000000,83761844,2
1901,7.3,50000000,83719388,2
1902,5.5,32000000,83615414,2
1903,7.8,10000000,83557872,1
1904,7.1,24000000,83531958,2
1905,7.3,3500000,83453539,1
1906,7.7,9000000,83304330,1
1907,7.4,53000000,83282296,2
1908,7.8,19000000,83258226,1
1909,5.7,36000000,83200000,2
1910,5.4,24000000,83188165,2
1911,7.2,21000000,83137603,1
1912,5.0,25000000,83080890,2
1913,7.4,35000000,83061158,2
1914,6.1,50000000,83000000,2
1915,6.3,45000000,82966152,2
1916,5.8,45000000,82800000,2
1917,7.3,10000000,82530552,1
1918,6.9,3000000,82515113,1
1919,6.5,12000000,82499399,1
1920,8.1,14000000,82468705,1
1921,7.0,25000000,82468097,2
1922,6.0,30000000,82394288,2
1923,6.1,9000000,82391145,1
1924,7.4,32000000,82343495,2
1925,6.7,18000000,82264675,1
1926,6.2,50000000,82169884,2
1927,7.2,30000000,82150642,2
1928,6.1,60000000,82150183,2
1929,7.0,30000000,82148538,2
1930,4.6,100000000,82102379,0
1931,5.9,35000000,82087155,2
1932,7.3,2700000,82027760,1
1933,5.9,4800000,81979826,1
1934,5.8,35000000,81967450,2
1935,8.1,12820005,81927980,1
1936,6.1,9000000,81705746,1
1937,6.9,31000000,81673897,2
1938,7.0,3500000,81600000,1
1939,6.9,39000000,81493846,2
1940,6.3,30000000,81471882,2
1941,6.3,16000000,81452156,1
1942,6.4,4881000,81350000,1
1943,6.6,4500000,81198894,1
1944,6.3,80000000,81126522,0
1945,5.8,35000000,81093313,2
1946,5.7,35000000,81000000,2
1947,5.9,25000000,80936232,2
1948,6.4,85000000,80916492,0
1949,6.9,60000000,80767884,2
1950,6.9,15000000,80640528,1
1951,6.6,30000000,80630608,2
1952,7.5,12000000,80573774,1
1953,4.2,20000000,80547866,1
1954,6.8,30000000,80509622,2
1955,6.2,15000000,80460948,1
1956,6.3,50000000,80383290,2
1957,6.8,10000000,80340218,1
1958,6.2,32000000,80205382,2
1959,6.9,60000000,80154140,2
1960,7.1,43000000,80049764,2
1961,6.7,8200000,80035402,1
1962,6.0,6000000,80000000,1
1963,6.2,1200000,80000000,1
1964,5.7,50000000,79958599,2
1965,5.9,25000000,79817939,2
1966,6.5,23000000,79799880,1
1967,6.0,40000000,79700000,2
1968,6.1,7000000,79666653,1
1969,7.2,35000000,79628200,2
1970,5.9,60000000,79498846,2
1971,7.6,4800000,79384880,1
1972,6.8,15000000,79258538,1
1973,6.8,20000000,79114085,1
1974,5.3,32000000,79082515,2
1975,7.5,9000000,78988148,1
1976,7.3,10000000,78966486,1
1977,7.1,2500000,78900000,1
1978,6.7,12000000,78868508,1
1979,6.0,60000000,78810595,2
1980,6.7,3000000,78768613,1
1981,7.2,12000000,78756177,1
1982,6.2,10000000,78720293,1
1983,6.1,25000000,78656813,2
1984,7.2,3400000,78638987,1
1985,5.9,29000000,78636257,2
1986,7.8,12500000,78599508,1
1987,6.8,45000000,78568977,2
1988,5.7,85000000,78382433,0
1989,4.8,20000000,78378744,1
1990,7.6,6400000,78371200,1
1991,5.8,60000000,78309131,2
1992,7.4,11000000,78274843,1
1993,6.6,35000000,78269970,2
1994,6.1,17000000,78247647,1
1995,5.9,60000000,78176181,2
1996,5.3,10000000,78096553,1
1997,7.6,15000000,78054825,1
1998,5.4,80000000,78000586,0
1999,6.5,6000000,78000000,1
2000,7.1,15000000,77947607,1
2001,6.3,52000000,77944725,2
2002,7.0,20000000,77912251,1
2003,5.5,85000000,77885672,0
2004,6.7,48000000,77745966,2
2005,7.5,22000000,77737889,1
2006,7.0,5000000,77676735,1
2007,6.2,115000000,77628265,0
2008,6.4,30000000,77566815,2
2009,6.2,10000000,77527732,1
2010,6.9,28000000,77516304,2
2011,6.1,35000000,77477008,2
2012,6.1,25000000,77411570,2
2013,6.6,25000000,77278331,2
2014,7.4,20000000,77263354,1
2015,5.9,68000000,77224232,0
2016,5.7,18000000,77211836,1
2017,8.1,25000000,77208711,2
2018,7.5,18000000,77200000,1
2019,6.1,33000000,77068246,2
2020,6.3,12000000,77063924,1
2021,7.2,20000000,77000000,1
2022,6.4,900000,77000000,1
2023,7.1,18000000,76994245,1
2024,5.3,135000000,76932943,0
2025,5.3,65000000,76801179,0
2026,5.5,17000000,76800000,1
2027,6.1,35000000,76700000,2
2028,7.6,30000000,76669806,2
2029,6.3,3500159,76578641,1
2030,6.5,23000000,76490720,1
2031,7.2,95000000,76432727,0
2032,5.7,60000000,76419755,2
2033,7.4,2280000,76411819,1
2034,6.8,10500000,76347426,1
2035,6.2,9000000,76341401,1
2036,6.7,12500000,76338111,1
2037,7.1,15000000,76286096,1
2038,7.8,25000000,76270454,2
2039,7.6,60000000,76249438,2
2040,6.3,22000000,76196538,1
2041,6.2,15000000,76196538,1
2042,7.1,60000000,76073488,2
2043,6.0,70000000,76066841,0
2044,6.3,48000000,76019048,2
2045,6.2,45000000,76014335,2
2046,6.1,27000000,76000000,2
2047,7.0,9100000,76000000,1
2048,7.0,35000000,75981180,2
2049,5.5,39000000,75850624,2
2050,6.9,35000000,75836683,2
2051,7.6,20000000,75734910,1
2052,5.6,68000000,75700000,0
2053,7.8,24000000,75634409,2
2054,6.8,20000000,75597042,1
2055,6.9,13000000,75511123,1
2056,6.4,30000000,75505973,2
2057,7.4,40000000,75505856,2
2058,7.6,1000000,75462037,1
2059,6.1,52000000,75450437,2
2060,7.7,35000000,75395048,2
2061,4.5,32000000,75108998,2
2062,6.7,28000000,75100000,2
2063,5.9,30000000,75055070,2
2064,6.8,8000000,75026327,1
2065,6.0,17000000,75000000,1
2066,6.9,11000000,75000000,1
2067,4.4,30000000,75000000,2
2068,5.6,7000000,74865517,1
2069,5.7,20000000,74827344,1
2070,6.6,30000000,74787599,2
2071,7.4,15000000,74714298,1
2072,6.6,55000000,74679822,2
2073,5.5,64000000,74608570,0
2074,5.7,40000000,74597643,2
2075,6.7,35000000,74558115,2
2076,6.4,60000000,74541707,2
2077,7.1,100000000,74530532,0
2078,6.7,55000000,74237563,2
2079,5.7,60000000,74208267,2
2080,6.3,18000000,74189677,1
2081,6.9,25000000,74188937,2
2082,6.7,31000000,74151346,2
2083,6.3,31000000,74134790,2
2084,6.0,18700000,74000000,1
2085,7.4,16000000,73983359,1
2086,7.4,50000000,73956241,2
2087,5.9,10000000,73929392,1
2088,6.5,42000000,73866088,2
2089,6.1,27000000,73839240,2
2090,6.5,180000000,73621640,3
2091,6.6,80000000,73521587,0
2092,4.2,95000000,73515024,0
2093,6.5,48000000,73279888,2
2094,7.3,20000000,73276047,1
2095,5.8,17000000,73244881,1
2096,5.5,13000000,73180723,1
2097,6.2,42000000,73100000,2
2098,5.8,60795000,73090611,2
2099,5.6,70000000,72785169,0
2100,6.5,11000000,72778712,1
2101,6.1,49000000,72689126,2
2102,7.5,17000000,72661442,1
2103,5.5,25000000,72629670,2
2104,7.3,50000000,72617068,2
2105,5.7,14000000,72527595,1
2106,6.6,21000000,72526996,1
2107,6.2,35000000,72436439,2
2108,7.1,45000000,72381712,2
2109,6.4,16000000,72282227,1
2110,7.2,1300000,72266306,1
2111,8.1,20000000,72258126,1
2112,6.2,18000000,72179579,1
2113,5.9,110000000,72178895,0
2114,5.6,70000000,72109200,0
2115,6.2,45000000,72028752,2
2116,6.0,10000000,72000000,1
2117,5.1,50000000,71992655,2
2118,8.1,12000000,71923560,1
2119,7.3,26000000,71870729,2
2120,6.9,16000000,71641901,1
2121,6.6,17000000,71625195,1
2122,6.6,11000000,71600000,1
2123,5.8,75000000,71585235,0
2124,6.4,50000000,71561644,2
2125,6.5,25000000,71500000,2
2126,7.2,85000000,71485043,0
2127,7.5,21000000,71441250,1
2128,6.8,20000000,71406573,1
2129,7.2,27000000,71319546,2
2130,5.6,25000000,71255003,2
2131,6.8,1200000,71215869,1
2132,5.5,30000000,71186502,2
2133,6.4,13000000,71079915,1
2134,7.6,14600000,71074049,1
2135,5.0,60000000,71073932,2
2136,6.6,30000000,71041255,2
2137,5.3,25000000,71009334,2
2138,6.2,60000000,71000000,2
2139,7.1,44000000,71000000,2
2140,6.7,35000000,70968453,2
2141,6.7,29000000,70752904,2
2142,6.3,20000000,70700000,1
2143,6.9,55000000,70692101,2
2144,5.8,15000000,70687344,1
2145,6.0,18000000,70687344,1
2146,6.0,7000000,70642966,1
2147,7.7,8500000,70600000,1
2148,7.6,76000000,70595464,0
2149,5.7,25000000,70442940,2
2150,7.6,325000,70274000,1
2151,6.6,35100000,70200000,2
2152,5.7,30000000,70200000,2
2153,7.6,6000000,70136369,1
2154,5.7,40000000,70100000,2
2155,6.5,19000000,70067909,1
2156,6.7,70000000,70060492,0
2157,7.2,55000000,70016220,2
2158,8.0,9000000,70000000,1
2159,8.0,2000000,70000000,1
2160,8.0,15000000,69995385,1
2161,6.4,50000000,69834815,2
2162,6.3,8000000,69821334,1
2163,6.0,15000000,69800000,1
2164,6.5,70000000,69766619,0
2165,6.2,35000000,69701637,2
2166,7.1,70000000,69633110,0
2167,5.6,19000000,69631118,1
2168,6.4,15000000,69623713,1
2169,7.6,10892000,69501772,1
2170,7.2,14000000,69497587,1
2171,5.6,1800000,69432527,1
2172,6.8,29900000,69412425,2
2173,7.3,50000000,69411370,2
2174,5.7,30000000,69363381,2
2175,5.7,35000000,69307224,2
2176,5.6,90000000,69131860,0
2177,5.9,28000000,68896829,2
2178,6.2,18000000,68844775,1
2179,6.7,25000000,68792531,2
2180,5.9,40000000,68766121,2
2181,6.0,24000000,68729358,2
2182,7.1,12000000,68706993,1
2183,5.5,43000000,68696770,2
2184,5.4,100000000,68688831,0
2185,7.5,19000000,68673228,1
2186,6.6,22000000,68625104,1
2187,6.8,13000000,68572378,1
2188,6.4,80000000,68514844,0
2189,8.4,10000000,68500000,1
2190,6.5,25000000,68474305,2
2191,6.2,42000000,68467960,2
2192,6.5,16000000,68411275,1
2193,6.7,7200000,68392977,1
2194,5.6,30000000,68357079,2
2195,5.9,35000000,68349884,2
2196,7.2,22000000,68296293,1
2197,6.1,8500000,68282844,1
2198,5.6,68000000,68267862,0
2199,7.7,16000000,68263166,1
2200,6.3,11000000,68234154,1
2201,6.5,30000000,68129518,2
2202,7.2,31000000,68106245,2
2203,7.0,25000000,67925733,2
2204,5.8,26000000,67918658,2
2205,5.9,22000000,67900000,1
2206,5.9,20000000,67876281,1
2207,7.7,8272296,67872296,1
2208,6.8,22000000,67800064,1
2209,7.8,3000000,67790117,1
2210,6.5,16500000,67711748,1
2211,6.3,75000000,67631903,0
2212,6.2,35000000,67450815,2
2213,7.1,30000000,67448651,2
2214,7.3,21918618,67414985,1
2215,6.8,40000000,67347013,2
2216,6.7,20000000,67330500,1
2217,6.3,60000000,67312826,2
2218,6.4,146000000,67295363,3
2219,6.4,33000000,67200000,2
2220,6.3,20000000,67200000,1
2221,4.9,20000000,67192859,1
2222,7.3,15000000,67182787,1
2223,7.0,4422952,67126795,1
2224,5.3,70000000,67112664,0
2225,7.2,15000000,67091915,1
2226,5.8,15000000,67062123,1
2227,6.8,22000000,67000000,1
2228,5.0,10000000,66984888,1
2229,6.5,25000000,66980456,2
2230,6.4,85000000,66976317,0
2231,6.1,20000000,66899242,1
2232,6.9,200000000,66800000,3
2233,7.4,20000000,66787908,1
2234,7.5,35000000,66700000,2
2235,5.9,20000000,66673516,1
2236,6.6,20000000,66476363,1
2237,5.8,16000000,66468332,1
2238,5.8,15000000,66400000,1
2239,8.1,17000000,66316289,1
2240,6.2,35000000,66308758,2
2241,6.7,27941858,66293455,2
2242,5.9,28000000,66166000,2
2243,5.6,17000000,66132626,1
2244,7.4,25000000,66122026,2
2245,8.2,25000000,66023329,2
2246,6.0,23030000,66000000,1
2247,7.3,4000000,66000000,1
2248,5.4,70000000,65977295,0
2249,6.8,90000000,65900249,0
2250,7.9,13000000,65796862,1
2251,5.3,55000000,65784503,2
2252,6.7,15000000,65774490,1
2253,6.9,40000000,65754228,2
2254,6.9,30000000,65742992,2
2255,7.4,26000000,65705772,2
2256,6.5,14500000,65700000,1
2257,6.4,55000000,65664721,2
2258,7.5,25000000,65663276,2
2259,6.2,24000000,65595485,2
2260,6.7,4000000,65584679,1
2261,7.0,62000000,65565672,2
2262,5.9,17000000,65535067,1
2263,5.7,14500000,65497208,1
2264,6.4,45000000,65470529,2
2265,5.4,25000000,65270477,2
2266,7.1,8000000,65200000,1
2267,5.9,40000000,65146020,2
2268,5.6,17500000,65125001,1
2269,6.3,35000000,65090821,2
2270,6.7,25000000,65088797,2
2271,6.4,65000000,65079104,0
2272,5.8,18000000,65070412,1
2273,6.6,15000000,65048678,1
2274,7.4,4000000,65046687,1
2275,6.5,2125000,65000000,1
2276,7.0,1500000,65000000,1
2277,8.2,4000000,64978931,1
2278,5.7,22000000,64892670,1
2279,6.8,20000000,64828421,1
2280,5.2,36000000,64780213,2
2281,6.0,36000000,64780213,2
2282,4.8,37000000,64762724,2
2283,5.3,30000000,64626786,2
2284,6.6,6000000,64574493,1
2285,6.1,125000000,64493915,0
2286,7.1,28000000,64445708,2
2287,5.9,30000000,64444713,2
2288,6.8,25000000,64437847,2
2289,6.9,24000000,64414761,2
2290,7.0,13000000,64400000,1
2291,6.2,10500000,64400000,1
2292,6.4,30000000,64352607,2
2293,5.9,35000000,64350171,2
2294,7.9,62770198,64337744,2
2295,6.3,5000000,64282312,1
2296,7.0,15000000,64256513,1
2297,6.3,34000000,64197205,2
2298,7.6,15000000,64191523,1
2299,5.2,3300000,64110728,1
2300,7.5,11000000,64088552,1
2301,6.6,3860000,64076736,1
2302,6.3,15000000,64000000,1
2303,7.8,30000000,63848322,2
2304,6.6,30000000,63782078,2
2305,6.3,42000000,63781810,2
2306,6.5,22000000,63766510,1
2307,6.8,35000000,63710000,2
2308,5.9,22000000,63647656,1
2309,6.6,24000000,63543328,2
2310,6.6,6200000,63541777,1
2311,5.3,90000000,63523283,0
2312,6.9,14000000,63513743,1
2313,7.3,8000000,63464861,1
2314,6.4,55000000,63408614,2
2315,6.6,30000000,63372757,2
2316,6.3,44000000,63327201,2
2317,6.0,35000000,63215872,2
2318,6.6,12000000,63118386,1
2319,6.1,17000000,63102666,1
2320,7.6,34000000,63013281,2
2321,5.5,1000000,62882090,1
2322,6.7,46000000,62870546,2
2323,6.6,35000000,62832209,2
2324,6.3,60000000,62803180,2
2325,6.0,22700000,62794894,1
2326,7.1,50000000,62788218,2
2327,5.7,40000000,62771059,2
2328,6.3,18000000,62646763,1
2329,5.6,30000000,62616646,2
2330,6.9,3705538,62548947,1
2331,7.2,7500000,62493712,1
2332,5.1,13000000,62464731,1
2333,4.4,49200000,62405000,2
2334,4.9,60000000,62357900,2
2335,5.8,5500000,62198461,1
2336,7.1,74500000,62172050,0
2337,5.9,14000000,62134225,1
2338,5.9,57000000,62112895,2
2339,7.3,11000000,62076141,1
2340,5.4,33000000,62022014,2
2341,6.6,18000000,62000000,1
2342,6.6,26400000,62000000,2
2343,5.5,45000000,61947267,2
2344,6.1,15000000,61788393,1
2345,8.1,17000000,61779301,1
